Game_Name,Game_Author,Game_Price,Game_Genre,Game_Rating,Game_URL
Salem,Kesi,N/A,Shooter,4.00 average rating from 1 total ratings,https://kesi.itch.io/salem
Fugue Blaster,ohcurtains,N/A,Action,4.00 average rating from 1 total ratings,https://ohcurtains.itch.io/fugue-blaster
Flappy,Jalecko,N/A,N/A,4.00 average rating from 1 total ratings,https://jalecko.itch.io/flappy
Defend Your Kingdom,Kyub Team,N/A,Action,4.00 average rating from 1 total ratings,https://kyub-team.itch.io/defend-your-kingdom
Meteor Night,Tobias V. Langhoff,N/A,Simulation,4.00 average rating from 1 total ratings,https://tobiasvl.itch.io/meteor-night
Fragic,CalixJumio,N/A,Shooter,4.00 average rating from 1 total ratings,https://calixjumio.itch.io/fragic
Pathbot,GustavChristiansen,N/A,Puzzle,4.00 average rating from 1 total ratings,https://gustavchristiansen.itch.io/pathbot
Nite Fite,Damian Sommer,N/A,N/A,4.00 average rating from 1 total ratings,https://damiansommer.itch.io/nitefite
Anchored Down!,James,N/A,Puzzle,4.00 average rating from 1 total ratings,https://jamesl813.itch.io/anchor
Heavyness,dsgame37,N/A,Shooter,4.00 average rating from 1 total ratings,https://dom37160.itch.io/gravity
Slash 'N Dash,Gorka_Man,N/A,Action,4.00 average rating from 1 total ratings,https://gorka-man.itch.io/slash-n-dash
Warp Gate,floor_goblin,N/A,Action,4.00 average rating from 1 total ratings,https://floor-goblin.itch.io/warp-gate
HACK*MATCH,deadpixl,N/A,N/A,4.00 average rating from 1 total ratings,https://deadpixl.itch.io/hackmatch
Urine Trouble,James,N/A,Simulation,4.00 average rating from 1 total ratings,https://jamesnewton.itch.io/urinetrouble
Cessare,marc2o,N/A,Puzzle,4.00 average rating from 1 total ratings,https://marc2o.itch.io/cessare
Mini Pool,Shaylin Chetty,N/A,Simulation,4.00 average rating from 1 total ratings,https://shaylin.itch.io/mini-pool
Rogue Dealer,IceBoxr,N/A,Role Playing,4.00 average rating from 1 total ratings,https://iceboxr.itch.io/rogue-dealer
Notice Me <3,piconaut,N/A,Action,4.00 average rating from 1 total ratings,https://piconaut.itch.io/notice-me
Lockdown,Squerf,N/A,Survival,4.00 average rating from 1 total ratings,https://stilvoid.itch.io/lockdown
Patrick's Cyberpunk Challenge,Tobias V. Langhoff,N/A,Puzzle,4.00 average rating from 1 total ratings,https://tobiasvl.itch.io/patrick
Subteralien,Soundole,N/A,N/A,4.00 average rating from 1 total ratings,https://soundole.itch.io/subteralien
Celeste Classic B-Side,lotusfish,N/A,Platformer,4.00 average rating from 1 total ratings,https://lotusfish.itch.io/celeste-b
Repo Runner,tarngerine,N/A,Simulation,4.00 average rating from 1 total ratings,https://tarngerine.itch.io/repo-runner
Stargazer,Tilman Schmidt,N/A,N/A,4.00 average rating from 1 total ratings,https://keymaster.itch.io/stargazer
Wire IT!,Albert Gonzalez,N/A,Puzzle,4.00 average rating from 1 total ratings,https://theisolinearchip.itch.io/wire-it
City-8,Isaac Dunn,N/A,Simulation,4.00 average rating from 1 total ratings,https://isaac-dunn.itch.io/city-8
Containment,Munro,N/A,Shooter,4.00 average rating from 1 total ratings,https://munro.itch.io/containment
The Cat's Meow 1.02,Tailfeather Studios,N/A,Platformer,4.00 average rating from 1 total ratings,https://tailfeatherstudios.itch.io/the-cats-meow
colon1ks (1021 bytes),la1nt00cg,N/A,Strategy,4.00 average rating from 1 total ratings,https://la1nt00cg.itch.io/colon1ks
Space Flowers,Beep Yeah!,N/A,Action,4.00 average rating from 1 total ratings,https://beepyeah.itch.io/space-flowers
Among Tweets,Paul Nicholas (Liquidream),N/A,Action,4.00 average rating from 1 total ratings,https://liquidream.itch.io/among-tweets
Lights Out,Tobias V. Langhoff,N/A,Puzzle,4.00 average rating from 1 total ratings,https://tobiasvl.itch.io/lights-out-tweetcart
BEES,PROGRAM_IX,N/A,Simulation,4.00 average rating from 1 total ratings,https://program_ix.itch.io/bees
Apprentice Quest,Nat Quayle Nelson,N/A,Adventure,4.00 average rating from 1 total ratings,https://nqn.itch.io/apprentice-quest
Zombie Gun War,takaneichinose,N/A,Shooter,4.00 average rating from 1 total ratings,https://takaneichinose.itch.io/zombie-gun-war
Minibar,Monkey Panic,N/A,N/A,4.00 average rating from 1 total ratings,https://monkeypanic.itch.io/minibar
The Getaway,Alexandre Rousseau,N/A,Action,4.00 average rating from 1 total ratings,https://gamecubator.itch.io/getaway
Flea Adventure,0etsch,N/A,Platformer,4.00 average rating from 1 total ratings,https://0etsch.itch.io/flea-adventure
FlyDash,jhtick,N/A,Action,4.00 average rating from 1 total ratings,https://jhtick.itch.io/flydash
Escape from Ksantarus,President of Space,N/A,Adventure,4.00 average rating from 1 total ratings,https://matzieq.itch.io/escape-from-ksantarus
Parachute Man,Maya,N/A,Platformer,4.00 average rating from 1 total ratings,https://mayacomposer.itch.io/parachute-man
Tweet Tweet Tron,Pixel Shock,N/A,Puzzle,4.00 average rating from 1 total ratings,https://pixelshock.itch.io/tweet-tweet-tron
Pico Life,taxicomics,N/A,Shooter,4.00 average rating from 1 total ratings,https://taxicomics.itch.io/pico-life
FunGolf,mushguys,N/A,Sports,4.00 average rating from 1 total ratings,https://mushguys.itch.io/fungolf
Card Capture,Sarah,N/A,N/A,4.00 average rating from 1 total ratings,https://shikariix.itch.io/card-capture
Holiday Pachi-Photo '18,enargy,N/A,N/A,4.00 average rating from 1 total ratings,https://enargy.itch.io/holiday-pachinko-18
JamHosterSimulator,Saturn91,N/A,Simulation,4.00 average rating from 1 total ratings,https://saturn91.itch.io/jamhostersimulator
Space Lander,Delphian School,N/A,Simulation,4.00 average rating from 1 total ratings,https://delphian.itch.io/anthony-space-lander
De Pizza Hunt,egordorichev,N/A,Action,4.00 average rating from 1 total ratings,https://egordorichev.itch.io/de-pizza-hunt
YumYumGalaxy,Red Reef Studio,N/A,Simulation,4.00 average rating from 1 total ratings,https://redreefstudio.itch.io/yumyumgalaxy
summertime!,jestbubbles,N/A,Adventure,4.00 average rating from 1 total ratings,https://jestbubbles.itch.io/summertime
Survive: eat or be eaten,Jon Koon,N/A,Action,4.00 average rating from 1 total ratings,https://jondkoon.itch.io/survive
Leave me alone!!,OAB,N/A,N/A,4.00 average rating from 1 total ratings,https://oab.itch.io/leave-me-alone
TweetTweetJam Entry: Shmeakout,James Id,N/A,Action,4.00 average rating from 1 total ratings,https://jamesid.itch.io/shmeakout
Sea Level Rise,oda,N/A,Platformer,4.00 average rating from 1 total ratings,https://oda.itch.io/sea-level-rise
Annabelle - the half demon,GianPaolo,N/A,Action,4.00 average rating from 1 total ratings,https://gianpaolo.itch.io/annabelle
Pico '42,VengantMjolnir,N/A,Action,4.00 average rating from 1 total ratings,https://vengantmjolnir.itch.io/pico-42
Lost Remote,mikepurdy,N/A,Platformer,4.00 average rating from 1 total ratings,https://purdy.itch.io/lost-remote
pito pito - tweet tweet jam version,Beep Yeah!,N/A,Rhythm,4.00 average rating from 1 total ratings,https://beepyeah.itch.io/pito
Jumping Jack,fila73,N/A,Platformer,4.00 average rating from 1 total ratings,https://fila73.itch.io/jumping-jack
Neo Saucer,CORPSIN,N/A,Action,4.00 average rating from 1 total ratings,https://corpsin.itch.io/neo-saucer
Season Shift,Cultless Game,N/A,Platformer,4.00 average rating from 1 total ratings,https://cultless-game.itch.io/season-shift
Orbit,2sq,N/A,Action,4.00 average rating from 1 total ratings,https://2sq.itch.io/orbit
Star Collector,AddiekinStudio,$6,Action,4.00 average rating from 1 total ratings,https://addiekinstudio.itch.io/star-collector
Death Dungeon,Snycent,N/A,Platformer,4.00 average rating from 1 total ratings,https://snycent.itch.io/death-dungeon
PICO-3,scambier,N/A,Puzzle,4.00 average rating from 1 total ratings,https://scambier.itch.io/pico3
Glide,bluswimmer,N/A,Action,4.00 average rating from 1 total ratings,https://bluswimmer.itch.io/glide
Tailpipe,tailpipe,N/A,Shooter,4.00 average rating from 1 total ratings,https://tailpipe.itch.io/tailpipe
Fen Friends,salsberyr,N/A,Adventure,4.00 average rating from 1 total ratings,https://salsberyr.itch.io/fen-friends
ひらがな SLIME ゲーム,Cheap | ちーぷ,N/A,Educational,4.00 average rating from 1 total ratings,https://cheapshot.itch.io/hiragana-slimes
Pirate Babe,Ischa.W,N/A,Action,4.00 average rating from 1 total ratings,https://ischaw.itch.io/pirate-babe
Dig Down,Sloth-like Man,N/A,N/A,4.00 average rating from 1 total ratings,https://slothlikeman.itch.io/dig-down
Toadally Normal Matching Game,Mini Mech Media,N/A,Educational,4.00 average rating from 1 total ratings,https://minimechmedia.itch.io/toadally-normal-matching-gametoadally-normal-matching-game
AI Saboteur,kwikrick,N/A,Puzzle,4.00 average rating from 1 total ratings,https://kwikrick.itch.io/ai-saboteur
Avoider,josefnpat,N/A,Adventure,4.00 average rating from 1 total ratings,https://josefnpat.itch.io/avoider-560
Crack in the mirror,continuarstudios,N/A,Puzzle,4.00 average rating from 1 total ratings,https://continuarstudios.itch.io/crack-in-the-mirror
LowRez Defense (GameJam Version),Wombart,N/A,Strategy,4.00 average rating from 1 total ratings,https://wombart.itch.io/lowrez-defense-jam
SusTasks,pixienop,N/A,N/A,4.00 average rating from 1 total ratings,https://pixienop.itch.io/sustasks
tweettweetcrisis,enargy,N/A,N/A,4.00 average rating from 1 total ratings,https://enargy.itch.io/tweettweetcrisis
Voyage of Destruction,Xenthera,N/A,Shooter,4.00 average rating from 1 total ratings,https://xenthera.itch.io/voyage-of-destruction
You Die In The Desert,tamewhale,N/A,Survival,4.00 average rating from 1 total ratings,https://tamewhale.itch.io/you-die-in-the-desert
CIR-NE,Phaste,N/A,Action,4.00 average rating from 1 total ratings,https://phaste.itch.io/cir-ne
Brick Break,jbernard3396,N/A,Action,4.00 average rating from 1 total ratings,https://jbernard3396.itch.io/brick-break
SNAKE TO THE FUTURE,NekuSoul,N/A,Action,4.00 average rating from 1 total ratings,https://nekusoul.itch.io/snake-to-the-future
Button King,Pico8 Gamer,N/A,N/A,4.00 average rating from 1 total ratings,https://pico8-gamer.itch.io/button-king
Power Ports & Pollution,CeeJap,N/A,Strategy,4.00 average rating from 1 total ratings,https://ceejap.itch.io/powerportspollution
Isaac-style dungeon generator,egordorichev,N/A,N/A,4.00 average rating from 1 total ratings,https://egordorichev.itch.io/isaac-style-dungeon-generator
Cynozox,Pigmeat,N/A,Puzzle,4.00 average rating from 1 total ratings,https://pigmeat.itch.io/cynozox
Don't Touch The Grussy,Big The Dave,N/A,Puzzle,4.00 average rating from 1 total ratings,https://geeitsomelaldy.itch.io/dont-touch-the-grussy
Kobold Dungeon (prototype),KaaSnake,N/A,Role Playing,4.00 average rating from 1 total ratings,https://kaasnake.itch.io/kobold-dungeon
Fireworks (Pico 1k Jam 2022),ooooggll,N/A,N/A,4.00 average rating from 1 total ratings,https://ooooggll.itch.io/fireworks-pico-1k
SigNul,tomputergames,N/A,Action,4.00 average rating from 1 total ratings,https://tomputergames.itch.io/signul
Heart times,WalrusesAreAwesome,N/A,Survival,4.00 average rating from 1 total ratings,https://walrusesareawesome.itch.io/heart-times
Timey Wimey Stuff,Mini Mech Media,N/A,Platformer,4.00 average rating from 1 total ratings,https://minimechmedia.itch.io/timey-wimey-stuff
Classic Demoscene VFX,SlainteES,N/A,N/A,4.00 average rating from 1 total ratings,https://slaintees.itch.io/classic-demoscene-vfx
2tweetdodger,dannyb,N/A,Action,4.00 average rating from 1 total ratings,https://dannyb.itch.io/2tweetdodger
Lina: A Fishy Quest,Achie,$0.75,N/A,4.00 average rating from 1 total ratings,https://achie.itch.io/lina-a-fishy-quest
The Robots of PUZZBUTT,NMcCoy,N/A,Puzzle,4.00 average rating from 1 total ratings,https://nmccoy.itch.io/puzzbutt
Locked and Loaded!,Craftyman6,N/A,Survival,4.00 average rating from 1 total ratings,https://craftyman6.itch.io/locked-and-loaded
Soda-Pop Sailin',Sean,N/A,Adventure,4.00 average rating from 1 total ratings,https://seansleblanc.itch.io/soda-pop-sailin
Clipping,SummerTimeAlice,N/A,N/A,4.00 average rating from 1 total ratings,https://summertimealice.itch.io/clipping
Manly Thomas,yippiez,N/A,Puzzle,4.00 average rating from 1 total ratings,https://yippiez.itch.io/manly-thomas
Tweet-arina,RhizGames,N/A,Rhythm,4.00 average rating from 1 total ratings,https://rhizgames.itch.io/tweetarina
Crane Simulator,Dadmiral,N/A,Simulation,4.00 average rating from 1 total ratings,https://dadmiral.itch.io/crane-simulator
Catch The Stars!,srodrigo,N/A,Action,4.00 average rating from 1 total ratings,https://srodrigo.itch.io/catch-the-stars
Pico-8 Orrery,James McNeill,N/A,Simulation,4.00 average rating from 1 total ratings,https://mcneja.itch.io/pico-8-orrery
Painter,SkyBerron,N/A,Survival,4.00 average rating from 1 total ratings,https://skyberron.itch.io/painter
Centipi,Monkey Panic,N/A,N/A,4.00 average rating from 1 total ratings,https://monkeypanic.itch.io/centipi
DRIFT KING - Brink Edition,Jono Shields,N/A,Racing,4.00 average rating from 1 total ratings,https://foopod.itch.io/drift-king-brink-edition
picofrogo,tanukidreamz,N/A,Platformer,4.00 average rating from 1 total ratings,https://tanukidreamz.itch.io/picofrogo
Cat vs Rats,Ford Prefect,N/A,Action,4.00 average rating from 1 total ratings,https://don001.itch.io/cat-vs-rats
Shurievade (Game Jam Title),LebbyFoxx,N/A,N/A,4.00 average rating from 1 total ratings,https://lebbyfoxx.itch.io/shurievade-game-jam-title
Shooter500,SkyBerron,N/A,Shooter,4.00 average rating from 1 total ratings,https://skyberron.itch.io/shooter500
Salvage,RhythmLynx,N/A,Action,4.00 average rating from 1 total ratings,https://rhythmlynx.itch.io/salvage
Gatoro,Retsa Games,N/A,Shooter,4.00 average rating from 1 total ratings,https://retsagames.itch.io/gatoro
Mage Tower,Shivur,N/A,Survival,4.00 average rating from 1 total ratings,https://shivur.itch.io/toure-de-mage
Subhunter,wildwookie05,N/A,Action,4.00 average rating from 1 total ratings,https://wildwookie05.itch.io/subhunter
Pico8 Collab16 Cart2,josefnpat,N/A,N/A,4.00 average rating from 1 total ratings,https://josefnpat.itch.io/pico8-collab16-cart2
POF,Sergio,N/A,Shooter,4.00 average rating from 1 total ratings,https://srsergior.itch.io/pof
Crossdressing Lizard Unleashed,Rü,N/A,Action,4.00 average rating from 1 total ratings,https://rue.itch.io/crossdressing-lizard-unleashed
Slots on the Low,Asix,N/A,N/A,4.00 average rating from 1 total ratings,https://byjustasix.itch.io/slots-on-the-low
Keep the beat alive,Dukes,N/A,Rhythm,4.00 average rating from 1 total ratings,https://dukes.itch.io/keep-the-beat-alive
HOT DUCK,SummerTimeAlice,N/A,Puzzle,4.00 average rating from 1 total ratings,https://summertimealice.itch.io/hot-duck
PicoTetris,Ruben Drai,N/A,Puzzle,4.00 average rating from 1 total ratings,https://ruben-drai.itch.io/picotetris
FlappySus,Ruben Drai,N/A,Platformer,4.00 average rating from 1 total ratings,https://ruben-drai.itch.io/flappysus
Ghost Tren,Mykie Frankenstein!,N/A,Action,4.00 average rating from 1 total ratings,https://mykie-frankenstein.itch.io/ghost-tren
Obstacles,Darren Kearney,1€,Action,2.67 average rating from 3 total ratings,https://darrenkearney.itch.io/obstacles
Oh no it's backwards!,Lone Spelunker,N/A,Action,2.67 average rating from 3 total ratings,https://lonespelunker.itch.io/oh-no-its-backwards
NINJ'EM UP !,Sharkdaw,N/A,N/A,3.00 average rating from 1 total ratings,https://sharkdaw.itch.io/ninjem-up
Minotaur,xDryan,N/A,N/A,3.00 average rating from 1 total ratings,https://xdryan.itch.io/minotaur
Ghoulia's King-Sized Quest,foppy_deluxe,N/A,Adventure,3.00 average rating from 1 total ratings,https://foppy-deluxe.itch.io/halloween
SUPER TANKAGEDDON,Gorypixels,N/A,Action,3.00 average rating from 1 total ratings,https://gorypixels.itch.io/super-tankageddon
platzi-pares,nikancode,N/A,Puzzle,3.00 average rating from 1 total ratings,https://nikancode.itch.io/platzi-pares
Untitled FPS,GrizonII,N/A,Shooter,3.00 average rating from 1 total ratings,https://grizonii.itch.io/santa2021
Starstruck,miniignis,N/A,Action,3.00 average rating from 1 total ratings,https://miniignis.itch.io/starstruck
Space Slalom,Akunashi,N/A,Action,3.00 average rating from 1 total ratings,https://akunashi.itch.io/space-slalom
EMP,Ryan Saul,N/A,Shooter,3.00 average rating from 1 total ratings,https://thegrs.itch.io/empgrs
Ghost Trap,CalixJumio,N/A,N/A,3.00 average rating from 1 total ratings,https://calixjumio.itch.io/ghost-trap
Flash (PICO-8),actuallyKron,N/A,Strategy,3.00 average rating from 1 total ratings,https://actuallykron.itch.io/flash-pico-8
Killer Rabbit,duck_tape,N/A,Action,3.00 average rating from 1 total ratings,https://duck-tape.itch.io/killer-rabbit
Against🔫🌲he🔫Current [#weeksauce],Cerbyo,N/A,Shooter,3.00 average rating from 1 total ratings,https://cerbyo.itch.io/againsthecurrent-the-legend-of-the-chunchuntree
Techno Kitten,Jaristotle,N/A,N/A,3.00 average rating from 1 total ratings,https://jaristotle.itch.io/techno-kitten
AsterVoid,Altrix Studios,N/A,Shooter,3.00 average rating from 1 total ratings,https://altrix-studios.itch.io/astervoid
Milk's Run,Opa-Opa,N/A,Action,3.00 average rating from 1 total ratings,https://opaopa13.itch.io/milkrun
Bring Your Wedge,PapaQuark,N/A,Sports,3.00 average rating from 1 total ratings,https://papaquark.itch.io/bring-your-wedge
Unibomber,2bitchuck,N/A,Action,3.00 average rating from 1 total ratings,https://2bitchuck.itch.io/unibomber
Friend-Ship demo,Adam Wizard,N/A,Shooter,3.00 average rating from 1 total ratings,https://adam-wizard.itch.io/friend-ship-demo
Hungry Rat,Juan Desk Games,N/A,Action,3.00 average rating from 1 total ratings,https://jkbicbic.itch.io/hungry-rat
Solar Assaulted,Mosthumble09,N/A,Shooter,3.00 average rating from 1 total ratings,https://mosthumble09.itch.io/solar-assaulted
Quest for the Tetraforce,Pordrack,N/A,N/A,3.00 average rating from 1 total ratings,https://pordrack.itch.io/quest-for-the-tetraforce
Xenophobia,Moondial,N/A,Shooter,3.00 average rating from 1 total ratings,https://moondial.itch.io/xenophobia
Shoot8,Simon,N/A,Action,3.00 average rating from 1 total ratings,https://simonsanchezart.itch.io/shoot8
Use the Laser!,jayjesreflecting,N/A,Shooter,3.00 average rating from 1 total ratings,https://jayjesreflecting.itch.io/use-the-laser
BashBash!,Cephaccino!,N/A,Action,3.00 average rating from 1 total ratings,https://cephaccino.itch.io/bashbash
L Shooter (TweetTweetJam 7),SkyBerron,N/A,Shooter,3.00 average rating from 1 total ratings,https://skyberron.itch.io/l-shooter-tweettweetjam-7
Space Shooter,"Harrison ""Mossflwer""",N/A,Action,3.00 average rating from 1 total ratings,https://harrison-b.itch.io/space-shooter
Bear Hunt? (Bear Week 2016 Game Jam),DivineOmega,N/A,Action,3.00 average rating from 1 total ratings,https://divineomega.itch.io/bear-hunt-bear-week-2016-game-jam
TweetPaddle,RhizGames,N/A,N/A,3.00 average rating from 1 total ratings,https://rhizgames.itch.io/tweetpaddle
Town Well,Ash_NR,N/A,N/A,3.00 average rating from 1 total ratings,https://ash-nr.itch.io/town-well
Take Root,Hark Forsooth Games,N/A,Action,3.00 average rating from 1 total ratings,https://harkforsooth.itch.io/take-root
Eventual Baristancy,radicalslice,N/A,Action,3.00 average rating from 1 total ratings,https://radicalslice.itch.io/eventual-baristancy
eScooter Mayhem,dominikr,N/A,Action,3.00 average rating from 1 total ratings,https://dominikr.itch.io/escooter-mayhem
Nutrispace_shooter,FLRS,N/A,Shooter,3.00 average rating from 1 total ratings,https://flrs.itch.io/nutrispace-shooter
Ostrich Rider,KaaSnake,N/A,Action,3.00 average rating from 1 total ratings,https://kaasnake.itch.io/ostrich-rider
Dankbot Danger!,Elijah Lucian,N/A,Action,3.00 average rating from 1 total ratings,https://elijahlucian.itch.io/dankbot-danger
RUNE,caillef,N/A,Puzzle,3.00 average rating from 1 total ratings,https://caillef.itch.io/rune
Bash 'em up,Jan-Sebastian Uruba,N/A,Action,3.00 average rating from 1 total ratings,https://jan-sebastian-uruba.itch.io/bash-em-up
Tank Battle,Nozywolf,N/A,Action,3.00 average rating from 1 total ratings,https://nozywolf.itch.io/tank-battle
Maggie and The Evil Moles,srodrigo,N/A,Action,3.00 average rating from 1 total ratings,https://srodrigo.itch.io/maggie-and-the-evil-moles
Dial battle,HikoKyoujurou,N/A,N/A,3.00 average rating from 1 total ratings,https://hikokyoujurou.itch.io/dial-battle
GooParadox ED,witchunic,N/A,Action,3.00 average rating from 1 total ratings,https://witchunic.itch.io/gooparadox-ed
Ramparts defender (TweetTweetJam 7),SkyBerron,N/A,Shooter,3.00 average rating from 1 total ratings,https://skyberron.itch.io/ramparts-defender-tweettweetjam-7
DEVILS HAND,la1nt00cg,N/A,Fighting,3.00 average rating from 1 total ratings,https://la1nt00cg.itch.io/devils-hand
The Flower,Rü,N/A,Action,3.00 average rating from 1 total ratings,https://rue.itch.io/the-flower
Random Escape,Eduardo Szesz,N/A,Action,3.00 average rating from 1 total ratings,https://eduszesz.itch.io/random-escape
Romeo in Space,Kendar Varnor,N/A,N/A,3.00 average rating from 1 total ratings,https://kendar-varnor.itch.io/romeo-in-space
Joe Pickle,Escargames 🐌🎮,N/A,Platformer,3.00 average rating from 1 total ratings,https://escargames.itch.io/joe-pickle
Granita,Dr. Dos,N/A,Platformer,3.00 average rating from 1 total ratings,https://dr-dos.itch.io/granita
Super Jelled Witch,MrScottyPieey,N/A,Platformer,3.00 average rating from 1 total ratings,https://mrscottypieey.itch.io/super-jelled-witch
Pico Skate IV,zuggamasta,N/A,Sports,3.00 average rating from 1 total ratings,https://zuggamasta.itch.io/pico-skate-iv
Tele,RhythmLynx,N/A,Puzzle,3.00 average rating from 1 total ratings,https://rhythmlynx.itch.io/tele
Ivanoid,Horstplay,N/A,Action,3.00 average rating from 1 total ratings,https://horstplay.itch.io/ivanoid-beta
KiloKitty,Colin EUMP,N/A,Shooter,3.00 average rating from 1 total ratings,https://kimiyoribaka.itch.io/kilokitty
Baba,Artaupossum,N/A,Shooter,3.00 average rating from 1 total ratings,https://artaupossum.itch.io/baba
Battle for Auburn Valley,Quizlock,N/A,Strategy,3.00 average rating from 1 total ratings,https://quizlock.itch.io/battle-for-auburn-valley
Lost in Space,IrisSchuit,N/A,Survival,3.00 average rating from 1 total ratings,https://irisschuit.itch.io/lost-in-space
The Hellmaze,JoshMelnick,N/A,Survival,3.00 average rating from 1 total ratings,https://joshmelnick.itch.io/the-hellmaze
TweetTweetJam Entry: Sort of Hoopball,James Id,N/A,Sports,3.00 average rating from 1 total ratings,https://jamesid.itch.io/sort-of-hoopball
Stampede,Obvious_San,N/A,Action,3.00 average rating from 1 total ratings,https://obvious-san.itch.io/stampede
Smol Lander,mankyKitty,N/A,Action,3.00 average rating from 1 total ratings,https://mankykitty.itch.io/smol-lander
Machine Gun Turret (TweetTweetJam 7),SkyBerron,N/A,Shooter,3.00 average rating from 1 total ratings,https://skyberron.itch.io/machine-gun-turret-tweettweetjam-7
Death by Bees,Mcniner,N/A,Shooter,3.00 average rating from 1 total ratings,https://tornado-sword-games.itch.io/death-by-bees
Only The Mice,GooGroker,N/A,Shooter,3.00 average rating from 1 total ratings,https://googroker.itch.io/only-the-mice
Skyvader,Strassboom,N/A,Shooter,3.00 average rating from 1 total ratings,https://strassboom.itch.io/skyvader
Neverest,Billdo,N/A,Platformer,3.00 average rating from 1 total ratings,https://billdo.itch.io/neverest
Batman Loves Him a Parallelogram ~or~ I Considered an Oeuvre,Kevin,N/A,N/A,3.00 average rating from 1 total ratings,https://rubixsqube.itch.io/batman-loves-him-a-parallelogram
Artorius,Athakaspen,N/A,Shooter,3.00 average rating from 1 total ratings,https://athakaspen.itch.io/artorius
The Cards Strike 12,tomputergames,N/A,Card Game,3.00 average rating from 1 total ratings,https://tomputergames.itch.io/the-cards-strike-12
Set Fire to the Empire!,Sean McColgan,N/A,Action,3.00 average rating from 1 total ratings,https://mccolgst.itch.io/set-fire-to-the-empire
Contempt,Addappend,N/A,Action,3.00 average rating from 1 total ratings,https://addappend.itch.io/contempt
SUNROSE.p8,tak,N/A,N/A,3.00 average rating from 1 total ratings,https://tak.itch.io/sunrosep8
Hunter_1k,Noesis,N/A,Action,3.00 average rating from 1 total ratings,https://noesis.itch.io/hunter-1k
Nitroid,Team Spleem,N/A,Shooter,3.00 average rating from 1 total ratings,https://team-spleem.itch.io/nitroid
Space Battle,Nozywolf,N/A,Shooter,3.00 average rating from 1 total ratings,https://nozywolf.itch.io/space-battle
Lander,MBoffin,N/A,Simulation,3.00 average rating from 1 total ratings,https://mboffin.itch.io/lander
Laser Blast! (Jam Game),Roc Studios,N/A,Action,3.00 average rating from 1 total ratings,https://rocstudios.itch.io/laser-blast
DO AN OLLIE!!,Beep Yeah!,N/A,Sports,3.00 average rating from 1 total ratings,https://beepyeah.itch.io/do-an-ollie
Little Spawn,Uti Azulay,N/A,N/A,3.00 average rating from 1 total ratings,https://utiazulay.itch.io/press-x
Mecha Testing Ground,Spitfireleet,N/A,Shooter,3.00 average rating from 1 total ratings,https://spitfireleet.itch.io/mecha-testing-ground
Event Horizon,Josiah Purtlebaugh,N/A,Action,3.00 average rating from 1 total ratings,https://josiahp.itch.io/event-horizon
Tweeterman.p8,jschwieger,N/A,N/A,3.00 average rating from 1 total ratings,https://jschwieger.itch.io/tweetermanp8
Pico Bird,Borco,N/A,Platformer,3.00 average rating from 1 total ratings,https://borcorosso.itch.io/pico-bird
Unstable Magic,DrSmey,N/A,Action,3.00 average rating from 1 total ratings,https://drsmey.itch.io/unstable-magic
The Tiny Train Driver,frozax,N/A,Simulation,3.00 average rating from 1 total ratings,https://frozax.itch.io/the-tiny-train-driver
Wizard Hop,Noh,N/A,Platformer,3.00 average rating from 1 total ratings,https://noh-kinda.itch.io/wizard-hop
Shark Wars,a2,N/A,Shooter,3.00 average rating from 1 total ratings,https://a-two.itch.io/shark-wars
SKYBLOOD PICO-8,SkagoGames,N/A,Shooter,3.00 average rating from 1 total ratings,https://cyberapex.itch.io/skyblood-pico8
Skidiving,caillef,N/A,N/A,3.00 average rating from 1 total ratings,https://caillef.itch.io/skidiving
1K Big Dude Defender #Pico1K,SkyBerron,N/A,Shooter,3.00 average rating from 1 total ratings,https://skyberron.itch.io/1k-big-dude-defender
Lost Christmas,Pan Sartre,N/A,Platformer,3.00 average rating from 1 total ratings,https://pan-sartre.itch.io/lost-christmas
Smoosh TV,Harder You Fools,N/A,Action,3.00 average rating from 1 total ratings,https://harderyoufools.itch.io/smoosh-tv
Little Invaders,Narv4rth,N/A,Shooter,3.00 average rating from 1 total ratings,https://narv4rth.itch.io/little-invaders
UTALA,waso mu,N/A,Shooter,3.00 average rating from 1 total ratings,https://waso-mu.itch.io/utala
"For You, Dear Neighbour",Nizart,N/A,Simulation,3.00 average rating from 1 total ratings,https://nizart.itch.io/for-you-dear-neighbour
LangTweeTweet's Centipede,RhizGames,N/A,Action,3.00 average rating from 1 total ratings,https://rhizgames.itch.io/langtweetweets-centipede
Self-Made Spaceman,Dylan Wolf,N/A,Shooter,3.00 average rating from 1 total ratings,https://dylanwolf.itch.io/self-made-spaceman
HELLcopter!,GOREBANG!,N/A,Action,3.00 average rating from 1 total ratings,https://gorebang.itch.io/hellcopter
boxventure,lunemercove,N/A,Platformer,3.00 average rating from 1 total ratings,https://lunemercove.itch.io/boxventure
Super Pico Fighter,bati,N/A,Puzzle,3.00 average rating from 1 total ratings,https://bati.itch.io/super-pico-fighter
search & destroy,flolak,N/A,Shooter,3.00 average rating from 1 total ratings,https://flolak.itch.io/search-destroy
Amish Octopus EX,RobertPhillipB,N/A,Shooter,3.00 average rating from 1 total ratings,https://robertphillipb.itch.io/amish-octopus-ex
